ID_Empresa;RazaoSocial;ID_Classificacao;Endereco;Municipio;UF;Telefone;NumLicencaFEEMA;ValorContrato;ValorTonelada;FlagRelContaminado;FlagRelReciclavel;FlagRelSucata;TipoResumoGeral;Responsavel;Obs;ID_Fantasia;CEP;CNPJ;InscEstado;InscMunic;Email;TelefoneII
272;"Noble do Brasil S/C Ltda";1;"Rua Alameda do AÃ§ude, 175 - Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;40330078000199;10000890;NULL;NULL;NULL
273;"Acergy Brasil S/A";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;42153155000108;83330670;NULL;NULL;NULL
274;"Pride do Brasil Serv. Petroleo Ltda - PPL SS-61";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
275;"Bos Navegaçao S/A";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
276;"Subsea 7 do Brasil Serv. Ltda - S. Amazonia";1;"R. Prefeito Aristeu F. da Silva, 1256";Macae;RJ;(22)27571161;NULL;NULL;NULL;T;T;T;1;"Sra  Carolina Lima";NULL;49;NULL;NULL;NULL;NULL;NULL;NULL
278;"Ventura Petroleo S.A.";1;"Estrada de Imboassica, 853 - Parte -  Imboassica";Macae;RJ;"(22) 27919900";NULL;NULL;NULL;F;F;F;1;"Eng Orlando Ricardo Villela";...;29;27937300;01785706000179;85967827;NULL;NULL;NULL
279;"Schulumberger Serv. de Pet. Ltda - D&M";1;"Av. Pref. Aristeu Ferreira da Silva, 702 - B - Novo Cavaleiros";Macae;RJ;(22)27635000;NULL;NULL;NULL;F;F;F;1;"Gabriela Coli";NULL;85;NULL;32319931001468;82887881;NULL;NULL;NULL
280;"Pq Mat Bel ( * Encontra-se em Transito)";3;"Est. do Galeao 855 - Ilha do Governador";"Rio de Janeiro";RJ;NULL;0;0.00;0.00;T;T;T;1;;NULL;67;NULL;NULL;NULL;NULL;NULL;NULL
281;"Noble do Brasil S/C Ltda - SS 62";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;"(22) 27730101";NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
283;"Subsea7 do Brasil Serv. Ltda";1;"R. do Caldeireiro  Lt 10  - Centro";"Rio das Ostras";RJ;"(22) 27571161";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;NULL;049543510006-05;77395175;NULL;NULL;NULL
284;"Schulumberger Serv. de Pet. Ltda - A.L.";1;"R. Academico Paulo Sergio Carvalho de Vasconcelos, 424 - Gja dos Cavaleiros";Macae;RJ;"22 9986-1641";;NULL;NULL;F;F;F;1;"SrÂ°  Fernanda Nogueira";NULL;87;NULL;32319931000909;80933169;NULL;NULL;NULL
285;"Brasdril Sociedade de Perf. Ltda";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Sr° Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
286;"Acergy Brasil S/A - ACCO";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;T;T;T;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
287;"Baker Hughes do Brasil Ltda - P-16";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;"(22) 27652505";NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
288;"Baker Hughes do Brasil Ltda - P-17";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;"(22) 27652505";NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
289;"Baker Hughes do Brasil Ltda - PVM 3";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;"(22) 27652505";NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
290;"Brasitest Ltda";1;"Av. Hildebrando A. Barbosa, 3700 - Granja dos Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr. Dario Simao";NULL;30;NULL;NULL;NULL;NULL;NULL;NULL
291;"Remaq Industria Comercio e Representações LTDA";1;"Rod. Amaral Peixoto, Km 177,5  G. 1 -  Barra de Macae";Macae;RJ;(22)27725601;NULL;NULL;NULL;T;T;T;1;"Srª  Nicole Montes Lanzarotti";NULL;89;NULL;28949428000102;81001766;NULL;NULL;NULL
292;"Acergy Brasil S/A - ACHA";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
293;"Baker Hughes do Brasil Ltda - SS62";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
294;"Techint S.A";1;"Rodovia Amaral Peixoto Km 180,5 - Barreto";Macae;RJ;"(22) 27577122";NULL;NULL;NULL;F;F;F;1;"SrÂ° Fabiano Santana Pereira";NULL;90;27910020;61575775/010908;NULL;NULL;NULL;NULL
295;"Georesearch  do Brasil Ltda - Collinstide";1;"Rod. Amaral Peixoto, 3875 - KM 179 - Barreto";Macae;RJ;22)27919250;NULL;NULL;NULL;F;F;F;1;"Srª Simone Silvetri";NULL;38;NULL;03722323000187;0162909;NULL;NULL;NULL
296;"Acergy Brasil S/A - Base Rio";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
297;"Acumuladores Moura S/A";3;"Sitio Gaviao S/N - Zona Rural";"Belo Jardim";PE;NULL;NULL;NULL;NULL;F;T;F;1;;NULL;93;NULL;098116540004-12;NULL;NULL;NULL;NULL
298;"Ac.  Moura ( * Encontra-se em trÃ¢nsito)";3;"SÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â¿tio GaviÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Âªo S/N - Zona Rural";"Belo Jardim";PE;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;93;NULL;NULL;NULL;NULL;NULL;NULL
299;"Pan Marine do Brasil Ltda -  Navio";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;94;NULL;42519082000125;80767935;NULL;NULL;NULL
300;"Alphatec Engenharia e Inspeçao S/A - Industrial";1;"R. W-Dois, 176 Lote 15 Lagomar";Macae;RJ;(22)27730009;NULL;2500.00;440.00;F;F;F;1;"Sra. Luziane Ribeiro";NULL;6;NULL;05928067000104;77659854;NULL;NULL;NULL
301;"Baker Hughes do Brasil Ltda  - NS 17";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
302;"Baker Hughes do Brasil Ltda - SS 56";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
303;"Pan Marine do Brasil Ltda - CARLINE TIDE";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
304;"Pan Marine do Brasil Ltda - GALLUSTURM";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
305;"Pan Marine do Brasil Ltda - John P Laborde";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
306;"Pan Marine do Brasil Ltda - Marion Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
307;"Pan Marine do Brasil Ltda - Oil Onyx";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÂÂ«Â±;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
308;"Pan Marine do Brasil Ltda - Oil Trader";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
309;"Pan Marine do Brasil Ltda - Cumbria Service";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;7739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
310;"Pan Marine do Brasil Ltda - Huntetor";1;"Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª Alcione Amaral de Aguiar";NULL;11;NULL;"Pan Marine do B";80767935;NULL;NULL;NULL
311;"Pan Marine do Brasil Ltda - Collins Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
312;"Pan Marine do Brasil Ltda - Chesapeake Sh";1;". Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
313;"Pan Marine do Brasil Ltda - Guard Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
314;"Baker Hughes do Brasil Ltda  - NS 09";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RG;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
315;"Baker Hughes do Brasil Ltda - PCP 2";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
316;"Modec Serv. de Petroleo do Brasil Ltda.";1;"Rua S-3, 770 - Lote 21 Quadra Y - Novo Cavaleiro";Macae;RJ;"(22) 2105-2440";NULL;NULL;NULL;F;F;F;1;"Sra. Priscila Nobrega";...;96;NULL;05217376000176;77428135;NULL;NULL;NULL
317;"Noble do Brasil S/C Ltda - SS 55";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
318;"Hotelaria Accor Brasil  S/A";1;"Rua Dolores carvalho Vasconcelos, NÃ?Â?Ã?ÂÃ?Â?Ã?Â¢Ã?Â?Ã?Â« 136 - Bairro da GlÃ?";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Dulce Mary Carvalho";NULL;97;NULL;NULL;NULL;NULL;NULL;NULL
319;"Modec Serv. de Petroleo do Brasil Ltda-FPSO-RJ";1;"R. S-3, 770 - LOTE N 21 QUADRA Y - Novo Cavaleiros";Macae;RJ;"(22) 2105-2440";NULL;NULL;NULL;F;F;F;1;"Sra. Priscila Nobrega";...;96;NULL;NULL;NULL;NULL;NULL;NULL
320;"Bos Navegaçao S/A - Bos Turquesa";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
321;"Pan Marine do Brasil Ltda-Leroy Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
322;"Pan Marine do Brasil Ltda-Mire Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
323;"Pan Marine do Brasil Ltda - Milan Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
324;"Pan Marine do Brasil Ltda - Pardee Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
325;"Pan Marine do Brasil Ltda - Oil Provider";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
326;"Brasdril Sociedade de Perf. Ltda - SS 57";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;NULL;NULL;NULL;NULL;NULL
327;"Acergy Brasil S/A - Discovery";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr.Joubert Tomaz de Souza Jr";NULL;1;NULL;42153155000108;83330670;NULL;NULL;NULL
329;"Acergy Brasil S/A - CONDOR";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr.  Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
330;"Pan Marine do Brasil Ltda - Mercutiob DÃ?Â?Ã?Â¡Ã?Â";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";Macae;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"Sra. Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
331;"Pan Marine do Brasil Ltda - Richard M. Currence";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
332;"El Paso oleo e Gas do Brasil Ltda";1;"R. Torquato Bahia, 04 - Ed. R. MagalhÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Âªes - Sl 1114";Salvador;BA;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;99;40015110;02857854000203;54002829;NULL;NULL;NULL
333;"Pan Marine do Brasil Ltda - Oil Vibrant";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
334;"Pan Marine do Brasil Ltda - Freyoux Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
335;"Transportadora Bitury Ltda";2;"Rua Regina Alves, 175 - Tancredo Neves";"Belo Jardim";PE;"(81) 3726-1044";02964/06;NULL;NULL;F;F;F;1;"Sr. Carlos Henrique de Melo";NULL;92;NULL;NULL;NULL;NULL;NULL;NULL
336;"Halliburton Serv. Ltda - Carregamento de Canhoes";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;NULL;29504214002473;85417940;NULL;NULL;NULL
337;"Acergy Brasil S/A - T. CONQUEROR";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr.  Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
338;"Acergy Brasil S/A - PERTINACIA";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
339;"Halliburton Serv. Ltda - Base Baroid";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;NULL;NULL;NULL;NULL;NULL;NULL
340;"Halliburton Serv. Ltda - Base Principal";1;"Av. Pref. Aristeu Ferreira da Silva, 1000 Novo Cavaleiro";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;27970430;NULL;NULL;NULL;NULL;NULL
341;"Halliburton Serv. Ltda - Galpao de Quimica";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;NULL;NULL;NULL;NULL;NULL;NULL
342;"Halliburton Serv. Ltda - Paiois Explosivos";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;NULL;NULL;NULL;NULL;NULL;NULL
343;"Fugro Marsat Serv. Sub. Ltda- Ocean S Pag - Navio";1;"Av. Pref. Aristeu F. Silva,1205 - N. Cavaleiros";Macae;RJ;(22)27733544;NULL;NULL;NULL;F;F;F;1;"SrÂª  Vanessa Ribeira";NULL;28;NULL;NULL;NULL;NULL;NULL;NULL
344;"Pan Marine do Brasil Ltda - Oil Tracer";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
345;"Pan Marine do Brasil Ltda - Cruz Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
346;"Mendes Jr. Trad. e Engenharia S/A - P32";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;19394808002091;76100500;NULL;NULL;NULL
347;"Pan Marine do Brasil Ltda - Danko Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
348;"Arcoenge Ltda";1;"Rua JosÃ© Felix, 05 - Centro";Joanizia;MG;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;101;35168000;03324817000103;;NULL;NULL;NULL
349;"Pan Marine do Brasil Ltda - Danko Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÂª Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
350;"J F GARCIA DROGARIA - ME";3;"AV. RUI BARBOSA, 1200 LJ 02 - CENTRO";MACAE;RJ;NULL;NULL;0.00;0.00;F;F;F;1;"SR. JANAILTON FERREIRA GARCIA";NULL;102;NULL;NULL;NULL;NULL;NULL;NULL
351;"Fugro Oceansatpeg S/A - Base";1;"Av. Pref. Aristeu F. Silva,1205 - N. Cavaleiros";Macae;RJ;(22)27733544;NULL;NULL;NULL;F;F;F;1;"Srª  Vanessa Ribeiro";...;28;NULL;;NULL;NULL;NULL;NULL
352;"Modec Serv. de Petroleo do Brasil Ltda.- FSO Macae";1;"Rua S-3, 770 - Lote 21 Quadra Y - Novo Cavaleiro";Macae;RJ;"(22) 2105-2440";NULL;NULL;NULL;F;F;F;1;"Sra. Priscila Nobrega";...;96;NULL;05217376000176;77428135;NULL;NULL;NULL
353;"Subsea7 do Brasil Serv. Ltda - RSV SALGUEIRO";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";"Rio de Janeiro";RJ;"(22) 3321-6450";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;NULL;NULL;NULL;NULL
354;"Univex Industria e ComÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â±rcio";3;mmmmmmmmmmmmmmmmmmmmmmmm;MacaÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â±;RJ;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;103;NULL;NULL;NULL;NULL;NULL;NULL
355;"Fugro Oceansatpeg S.A";1;"Rua Santa Luzia, 651 - 31 e 32 Andares";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Maria Jose";NULL;104;NULL;03595293000357;10008700;NULL;NULL;NULL
358;"Baker Hughes do Brasil Ltda - PPG1";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
359;"Univex  ( * Encontra-se em trÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã";3;mmmmmmmmmmmmmmmmmmmmmm;MacaÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â±;RJ;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;103;NULL;NULL;NULL;NULL;NULL;NULL
360;"Pan Marine do Brasil Ltda - Herdentor";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
361;"Mendes Jr. Trad. e Engenharia S/A - PCH3";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junio";NULL;19;NULL;19394808002091;76100500;NULL;NULL;NULL
362;"Baker Hughes do Brasil Ltda - PNA 1";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
363;"BELOV ENGENHARIA LTDA";1;"Av. Prefeito Aristeu Ferreira da Silva n 2045 - Novo Cavaleiros";Macae;RJ;"(22) 27735065";NULL;NULL;NULL;F;F;F;1;"Sr. Antonio Delfino";NULL;105;NULL;15630064000577;0203298;NULL;NULL;NULL
364;"Brasdril Sociedade de Perf. Ltda - SS 52";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;NULL;NULL;NULL;NULL
365;"Halliburton Serv. Ltda";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;T;1;"Srª. Andreia Ferreira";NULL;100;NULL;29504214002473;85417940;NULL;NULL;NULL
366;"Pan Marine do Brasil Ltda - Adam Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";...;11;NULL;42519082000125;80767935;NULL;NULL;NULL
367;"Pan Marine do Brasil Ltda - Hinghlands Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
368;"Pride do Brasil Serv. Petroleo Ltda";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";...;20;NULL;04336088000178;10008212;NULL;NULL;NULL
369;"Tetra Technologies do Brasil Ltda - Porto Niteroi";1;"Rod. Amaral Peixoto, km 159 - lote 38 - Imperial";"Rio das Ostras";RJ;(22)27733004;NULL;NULL;NULL;F;F;F;1;"Eng.  Eginaldo Toledo";NULL;52;NULL;02976581000127;76100403;NULL;NULL;NULL
